,Sentences,Negativity
5812,i asked you laurel snyder and matthew zapruder whether you feel joy or tortured when you write poetry and all three of you sighed and said tortured or some form of torture,1
5813,i can lie on my bed all day feeling utterly miserable sometimes not able to sleep and not able to get up,1
5814,i feel brave when i slide between the car and the garage wall and hope just hope i don t get stuck as i am taking something out to the garage refrigerator,0
5815,i know that this is a waste of time but at least it makes me happy rather than feeling tortured,1
5816,i want to enjoy life and not feel defective or substandard,1
5817,i feel so irritable and just wanna be left alone in a way,1
5818,i remember feeling incredibly intimidated when yr yelled at me but also totally indignant,1
5819,im fatigued or feeling sentimental,1
5820,i know i should probably be having all these feeling of sorrow and remorse and yeah i do feel them he was my dad and im not heartless but just,1
5821,i ended the beta feeling pleased with the game although there were definitely some things that needed tweaking namely bland battlefields and overpriced money items,0
5822,i just feel so regretful that george harrison has gone because he was the one who took them there and he was the one who really changed the sound of their music through encounter with india,1
5823,i presume but there is softness within it and i do realise stars around me but fear to express my feelings for i am always disturbed by the thought of it being the distant one,1
5824,i won t loose at least some weight and i ll supposedly feel amazing,0
5825,i was feeling quite disheartened,1
5826,i trust exo more than my family and i feel loved and happy with the members but no i don t think of exo as my family,0
5827,i feel very curious about visiting their churches,0
5828,i also feel dazed and not aware of much except basic survival issues,0
5829,i feel honored to have such a high level of discourse on my blog and such extraordinary people reading my writing,0
5830,i feel like it dirty data count horizontal,1
5831,i feel like being mentally tortured,1
5832,i was feeling kind of resentful about it since its april and all,1
5833,i don t even know what the shop took over at main and th but it s a cool earthy and open space that feels like an elegant cabin,0
5834,i feel like i am going to be shaken violently out of a coma or sleep with someone telling me to wake up only for me to find out my whole life up to this point has been a dream,1
5835,i just cant figure out what it is i feel agitated angst,1
5836,i read a story and feel the need to post an angry comment at a fellow poster or at the news media for posting a worthless story with no significance to the local area,1
5837,i just dont like shoes as i feel so uncomfortable,1
5838,i feel that once i stop caring someone amazing will come along,0
5839,im sure many of us have found ourselves feeling what we think is love but not being sure,0
5840,ill still feel that delicious decadent dull pain in my p,0
5841,i grew up feeling shamed and judged a lot we learn this from family friends society school work the media,1
5842,i click it and instantly feel horrible,1
5843,im feeling a little generous though i wont delve into further detail of why iowa state sucks,0
5844,i am able to feel incomparability of life most precious resources to your affectionate touch that can bring warmth and awaken my cautious yet feeble heart together our bonds is able to release the troubles that bother us they will steadily sink to darkest depths of the ocean,0
