,Sentences,Negativity
2572,shouldn't have been allowed to use the word new in it title because there's not an original character siuation or joke in the entire movie,1
2573,often silly and gross but it's rarely a moronic a some campus gross out film,1
2574,the advantage of a postapocalyptic setting is that it can be made on the cheap any rock pile will do for a set reign of fire ha the disadvantage of also looking cheap,1
2575,it's exactly what you'd expect,1
2576,the performance are so leaden michael rymer's direction is so bloodless and the dialogue is so corny that the audience laugh out loud,1
2577,a subtle variation on i spit on your grave in which our purported heroine pathologically avenges a hatred for men,1
2578,reggio's trippy ambitious downer can also sometimes come across like nothing more than a glorified nike ad,1
2579,a tweedy talk about canning his stockbroker and repairing his pool you yearn for a few airborne tv set or nude groupie on the nod to liven thing up,1
2580,if somebody wa bored and decided to make a dull pretentious version of jesus' son they'd come up with something like bart freundlich's world traveler,1
2581,the best you can say about it is it's so uninspired it barely give one pause when considering some of the other dreck out there right now,1
2582,a tough go but leigh's depth and rigor and his skill at inspiring accomplished portrayal that are all the more impressive for their lack of showiness offset to a notable degree the film's often mined and despairing milieu,1
2583,an overstuffed compendium of teen catholic movie dogma,1
2584,too leisurely paced and visually drab for it own good it succeeds in being only sporadically amusing,1
2585,ben affleck a jack ryan tom clancy's intrepid hero ridiculous what's next d j qualls a indiana jones or tom green a han solo,1
2586,eh,1
2587,the movie's biggest offense is it complete and utter lack of tension,1
2588,the film is directed by wally wolodarsky from a script by joe jarvis and greg coolidge these are name to remember in order to avoid them in the future,1
2589,if this is the resurrection of the halloween franchise it would have been better off dead,1
2590,this formulaic chiller will do little to boost stallone's career,1
2591,i saw knockaround guy yesterday and already the detail have faded like photograph from the spanish american war it's so unmemorable that it turned my ballpoint note to invisible ink,1
2592,though avary ha done his best to make something out of ellis' nothing novel in the end his rule is barely worth following,1
2593,the average local news columnist ha a bigger rant on the war between modern landscape architecture and small town america,1
2594,no worse than a lot of the crap we've been offered this summer and slightly better than men in black a far a slapdash extraterrestrial comedy go,1
2595,the plot is so predictable and sentimental that viewer are likely to lose interest before sandrine and her goat walk off into the sunset,1
2596,at first the sight of a blind man directing a film is hilarious but a the film go on the joke wear thin,1
2597,never again swing between false sentiment and unfunny madcap comedy and along the way expects the audience to invest in the central relationship a some kind of marriage of true mind,1
2598,the story itself is uninteresting and the song are painfully undistinguished they might be giants' so to be one of u may be the most tuneless tune ever composed,1
2599,este apenas mais um longo epi dio do programa da mtv a nica diferen a que desta vez a paramount teve o mau gosto de exibi lo no cinema,1
2600,technically the film is about a interesting a an insurance commercial,1
2601,the title's lameness should clue you in on how bad the movie is,1
2602,the part are better than the whole bizarre funny tragic like love in new york,1
2603,while the film shuns the glamour or glitz that an american movie might demand scherfig toss u a romantic scenario that is just a simplistic a a hollywood production,1
